"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.index","Input.title","Answer.Q1Answer","Answer.Q2Answer","Answer.Q3Answer","Answer.Q4Answer","Approve","Reject"
"3Y3N5A7N4F8D4JM57JKK810RROTMY4","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","320DUZ38G7LQ34TE0IQOATWQZ2JGJ7","AD99N8AB266T7","Approved","Mon Feb 05 17:38:47 PST 2018","Mon Feb 05 17:38:57 PST 2018","Wed Feb 07 17:38:57 PST 2018","Mon Feb 05 18:06:39 PST 2018","","","10","100% (110/110)","100% (110/110)","100% (110/110)","1658","""How to deploy county resources against poverty""","0","2","5","3"
"3Y3N5A7N4F8D4JM57JKK810RROTMY4","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3A1COHJ8NJUFJJS6TKBF63ZDYR38HF","A1WGEJVGY3DI13","Approved","Mon Feb 05 17:48:39 PST 2018","Mon Feb 05 17:48:54 PST 2018","Wed Feb 07 17:48:54 PST 2018","Mon Feb 05 18:06:39 PST 2018","","","15","100% (47/47)","100% (47/47)","100% (47/47)","1658","""How to deploy county resources against poverty""","0","1","4","1"
"3Y3N5A7N4F8D4JM57JKK810RROTMY4","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3CFVK00FWLKU11S8RQTFEHWT9DL6LX","A3GLMBZSG3VU4P","Approved","Mon Feb 05 17:30:12 PST 2018","Mon Feb 05 17:30:25 PST 2018","Wed Feb 07 17:30:25 PST 2018","Mon Feb 05 18:06:39 PST 2018","","","13","100% (97/97)","100% (97/97)","100% (97/97)","1658","""How to deploy county resources against poverty""","0","2","4","1"
"3Y3N5A7N4F8D4JM57JKK810RROTMY4","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3QILPRALQ5U7TFEHWI6SBNW9K3AN81","A1K8QNLYYYX21W","Approved","Mon Feb 05 17:24:33 PST 2018","Mon Feb 05 17:24:40 PST 2018","Wed Feb 07 17:24:40 PST 2018","Mon Feb 05 18:06:39 PST 2018","","","7","100% (108/108)","100% (108/108)","100% (108/108)","1658","""How to deploy county resources against poverty""","0","5","5","1"
"3Y3N5A7N4F8D4JM57JKK810RROTMY4","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3TPWUS5F890ZSCD85VDK9S5J362CWQ","A3GF17EKYEJFZQ","Approved","Mon Feb 05 17:57:42 PST 2018","Mon Feb 05 17:58:29 PST 2018","Wed Feb 07 17:58:29 PST 2018","2018-02-06 02:06:39 UTC","","","47","100% (4/4)","100% (4/4)","100% (4/4)","1658","""How to deploy county resources against poverty""","0","2","5","1"
"3IZVJEBJ69JBK6BIGPFMXCC77II6Z5","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","379J5II41OFYEGLNX8CDQ5O6QB9LEX","AUX4016VXWL3H","Approved","Mon Feb 05 17:36:36 PST 2018","Mon Feb 05 17:37:08 PST 2018","Wed Feb 07 17:37:08 PST 2018","Mon Feb 05 18:22:44 PST 2018","","","32","100% (2/2)","100% (2/2)","100% (2/2)","6353","""LOCAL VIEW -  Climate change and fearmongering -  Science, politics and national budgets are on different planets""","1","3","3","3"
"3IZVJEBJ69JBK6BIGPFMXCC77II6Z5","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3FE7TXL1LIMHAXPKWTP85QEB3E72Q2","A1K8QNLYYYX21W","Approved","Mon Feb 05 17:44:54 PST 2018","Mon Feb 05 17:45:04 PST 2018","Wed Feb 07 17:45:04 PST 2018","Mon Feb 05 18:22:44 PST 2018","","","10","100% (108/108)","100% (108/108)","100% (108/108)","6353","""LOCAL VIEW -  Climate change and fearmongering -  Science, politics and national budgets are on different planets""","1","1","2","4"
"3IZVJEBJ69JBK6BIGPFMXCC77II6Z5","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3HWRJOOET51LITGDHH9E2R21I5JES6","A3BI0AX5T5GVO3","Approved","Mon Feb 05 17:57:05 PST 2018","Mon Feb 05 17:57:09 PST 2018","Wed Feb 07 17:57:09 PST 2018","Mon Feb 05 18:22:44 PST 2018","","","4","100% (53/53)","100% (53/53)","100% (53/53)","6353","""LOCAL VIEW -  Climate change and fearmongering -  Science, politics and national budgets are on different planets""","1","1","",""
"3IZVJEBJ69JBK6BIGPFMXCC77II6Z5","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3NGI5ARFTT4PL069DCA502EW6C71PT","A20U74OX7XFA0I","Approved","Mon Feb 05 17:41:03 PST 2018","Mon Feb 05 17:41:30 PST 2018","Wed Feb 07 17:41:30 PST 2018","Mon Feb 05 18:22:44 PST 2018","","","27","100% (11/11)","100% (11/11)","100% (11/11)","6353","""LOCAL VIEW -  Climate change and fearmongering -  Science, politics and national budgets are on different planets""","1","1","1","1"
"3IZVJEBJ69JBK6BIGPFMXCC77II6Z5","3KBOIXB475RQC1JWI2SLZTEV9KZ5QK","News categorization and relevance","Help us assess how likely a news article is to be relevant to a particular topic by its headline, and categorize it.","news, categorize","$0.04","Mon Feb 05 17:19:55 PST 2018","5","BatchId:3103115;OriginalHitTemplateId:920937336;","60","172800","Fri Feb 09 17:19:55 PST 2018","","","3Z3ZLGNNSIT6VFL30T3DO0J39S8Q32","A3GLMBZSG3VU4P","Approved","Mon Feb 05 17:58:07 PST 2018","Mon Feb 05 17:58:13 PST 2018","Wed Feb 07 17:58:13 PST 2018","Mon Feb 05 18:22:45 PST 2018","","","6","100% (97/97)","100% (97/97)","100% (97/97)","6353","""LOCAL VIEW -  Climate change and fearmongering -  Science, politics and national budgets are on different planets""","1","1","1","1"
